node_id,primary_group,secondary_group,is_influencer,followers,engagement_rate,group_mix
0,5,5,False,427,0.093,5
1,1,7,False,239,0.01,1-7
2,5,6,False,401,0.09,5-6
3,5,6,False,401,0.048,5-6
4,9,9,False,427,0.05,9
5,6,6,False,18,0.097,6
6,7,7,False,459,0.091,7
7,9,6,False,301,0.051,9-6
8,8,6,False,374,0.046,8-6
9,3,3,False,128,0.049,3
10,7,7,False,407,0.066,7
11,9,9,False,76,0.044,9
12,5,5,False,476,0.087,5
13,3,1,False,105,0.064,3-1
14,7,7,False,75,0.011,7
15,7,8,False,301,0.063,7-8
16,3,6,False,312,0.092,3-6
17,10,10,False,478,0.076,10
18,9,6,False,386,0.053,9-6
19,7,7,False,263,0.051,7
20,3,7,True,6989,0.032,3-7
21,9,9,False,423,0.033,9
22,10,10,False,112,0.064,10
23,4,4,False,89,0.099,4
24,7,1,False,158,0.037,7-1
25,8,8,False,325,0.075,8
26,2,2,False,343,0.07,2
27,1,1,False,298,0.016,1
28,5,4,False,304,0.055,5-4
29,3,3,False,250,0.022,3
30,10,10,False,177,0.085,10
31,7,3,False,15,0.04,7-3
32,3,3,False,435,0.031,3
33,10,10,False,229,0.065,10
34,2,2,False,473,0.066,2
35,3,3,False,433,0.08,3
36,1,1,False,215,0.058,1
37,1,6,False,488,0.01,1-6
38,10,10,False,279,0.049,10
39,6,6,False,401,0.069,6
40,5,5,True,9061,0.082,5
41,5,5,False,93,0.039,5
42,2,2,False,326,0.038,2
43,7,1,False,263,0.028,7-1
44,3,6,False,224,0.018,3-6
45,10,10,False,33,0.023,10
46,6,6,False,308,0.064,6
47,2,2,False,109,0.029,2
48,1,3,False,446,0.1,1-3
49,5,5,False,321,0.01,5
50,5,5,True,17284,0.096,5
51,7,7,False,171,0.099,7
52,1,1,False,174,0.017,1
53,10,8,False,480,0.072,10-8
54,6,4,False,95,0.088,6-4
55,10,5,False,108,0.097,10-5
56,1,1,False,416,0.042,1
57,1,9,False,383,0.076,1-9
58,2,8,False,377,0.082,2-8
59,7,7,False,351,0.021,7
60,7,8,False,11,0.015,7-8
61,1,1,False,420,0.011,1
62,5,5,False,151,0.099,5
63,4,4,False,289,0.023,4
64,2,2,True,8424,0.063,2
65,7,7,False,388,0.076,7
66,4,4,False,288,0.06,4
67,5,5,False,20,0.069,5
68,9,9,False,174,0.024,9
69,6,7,False,233,0.074,6-7
70,4,4,False,185,0.075,4
71,3,4,False,249,0.037,3-4
72,1,1,False,37,0.079,1
73,7,7,False,319,0.06,7
74,1,1,True,16132,0.074,1
75,10,10,False,439,0.075,10
76,5,5,False,112,0.071,5
77,3,3,False,59,0.04,3
78,5,5,False,185,0.025,5
79,7,2,False,345,0.046,7-2
80,5,5,False,354,0.099,5
81,3,4,False,250,0.071,3-4
82,8,8,False,374,0.035,8
83,8,8,False,39,0.088,8
84,3,3,False,50,0.05,3
85,2,2,False,303,0.041,2
86,4,4,False,415,0.054,4
87,7,7,False,218,0.026,7
88,6,6,False,482,0.01,6
89,4,4,False,206,0.017,4
90,9,3,False,426,0.06,9-3
91,8,7,False,34,0.04,8-7
92,1,1,False,132,0.049,1
93,1,3,False,464,0.068,1-3
94,7,1,False,310,0.021,7-1
95,4,4,False,94,0.015,4
96,4,4,False,79,0.012,4
97,5,4,False,245,0.078,5-4
98,10,10,False,128,0.087,10
99,10,10,False,210,0.014,10
100,10,10,False,78,0.088,10
101,8,8,False,348,0.039,8
102,5,5,False,80,0.014,5
103,5,5,False,154,0.072,5
104,6,2,False,18,0.067,6-2
105,2,2,False,188,0.067,2
106,9,5,False,213,0.098,9-5
107,3,3,False,361,0.043,3
108,2,2,False,171,0.073,2
109,7,7,False,225,0.086,7
110,5,5,True,5171,0.037,5
111,3,3,False,217,0.011,3
112,4,2,False,196,0.012,4-2
113,6,6,False,44,0.05,6
114,2,2,False,171,0.048,2
115,6,6,False,201,0.022,6
116,5,4,False,177,0.038,5-4
117,10,7,False,384,0.077,10-7
118,4,6,False,479,0.052,4-6
119,1,8,False,487,0.076,1-8
120,9,9,False,232,0.097,9
121,5,5,False,119,0.049,5
122,7,7,False,109,0.089,7
123,10,10,False,296,0.051,10
124,9,9,False,249,0.014,9
125,3,3,False,365,0.053,3
126,8,8,False,145,0.032,8
127,1,1,False,105,0.025,1
128,10,8,False,107,0.087,10-8
129,3,3,False,255,0.029,3
130,3,7,False,30,0.027,3-7
131,9,9,False,400,0.025,9
132,7,7,False,245,0.044,7
133,10,10,False,234,0.053,10
134,4,4,False,124,0.075,4
135,6,6,True,8904,0.072,6
136,1,1,False,10,0.016,1
137,10,3,False,160,0.022,10-3
138,5,5,False,312,0.057,5
139,10,8,False,174,0.088,10-8
140,6,6,False,74,0.091,6
141,1,1,False,233,0.061,1
142,10,10,False,123,0.021,10
143,1,1,False,155,0.099,1
144,4,4,False,398,0.049,4
145,3,3,False,249,0.052,3
146,4,4,False,381,0.056,4
147,1,1,False,162,0.076,1
148,1,1,False,116,0.06,1
149,1,1,False,170,0.025,1
150,9,9,False,157,0.018,9
151,1,1,False,162,0.076,1
152,3,3,False,355,0.068,3
153,7,7,False,269,0.025,7
154,8,8,False,484,0.01,8
155,7,7,True,5655,0.032,7
156,7,9,False,192,0.067,7-9
157,7,7,False,494,0.047,7
158,2,8,False,314,0.054,2-8
159,10,9,False,310,0.073,10-9
160,10,10,False,439,0.059,10
161,5,5,False,49,0.033,5
162,9,9,False,327,0.09,9
163,6,5,False,419,0.07,6-5
164,3,3,False,233,0.037,3
165,3,4,False,141,0.09,3-4
166,2,3,False,309,0.073,2-3
167,9,9,False,453,0.092,9
168,6,6,False,183,0.031,6
169,1,2,False,240,0.049,1-2
170,3,4,False,281,0.073,3-4
171,5,5,False,433,0.09,5
172,3,8,False,366,0.054,3-8
173,9,9,False,475,0.097,9
174,4,4,False,342,0.053,4
175,6,6,False,158,0.016,6
176,9,2,False,112,0.073,9-2
177,5,5,False,166,0.052,5
178,10,10,False,148,0.045,10
179,6,6,False,329,0.034,6
180,7,9,False,11,0.087,7-9
181,8,7,False,35,0.086,8-7
182,1,1,False,52,0.045,1
183,3,7,False,471,0.039,3-7
184,8,8,False,152,0.04,8
185,9,9,False,394,0.078,9
186,8,3,False,230,0.035,8-3
187,1,9,False,276,0.081,1-9
188,7,7,False,159,0.071,7
189,6,7,False,176,0.02,6-7
190,3,3,False,143,0.016,3
191,9,9,False,161,0.01,9
192,4,7,False,228,0.012,4-7
193,4,4,False,454,0.014,4
194,2,2,False,219,0.027,2
195,10,5,False,118,0.056,10-5
196,7,1,False,180,0.076,7-1
197,9,9,False,25,0.098,9
198,5,5,False,352,0.062,5
199,10,10,False,431,0.065,10
200,10,10,False,430,0.091,10
201,8,5,False,88,0.06,8-5
202,2,7,False,279,0.011,2-7
203,6,6,False,191,0.078,6
204,7,7,False,270,0.098,7
205,1,1,False,337,0.096,1
206,10,1,False,309,0.085,10-1
207,9,7,True,16751,0.066,9-7
208,5,1,False,56,0.042,5-1
209,9,9,False,180,0.057,9
210,10,10,True,8132,0.086,10
211,3,2,False,235,0.07,3-2
212,8,7,False,322,0.043,8-7
213,2,2,False,470,0.048,2
214,5,5,False,379,0.024,5
215,1,1,False,76,0.086,1
216,6,6,False,212,0.073,6
217,5,7,False,341,0.079,5-7
218,3,3,False,387,0.068,3
219,9,10,False,94,0.051,9-10
220,8,9,False,444,0.098,8-9
221,4,4,False,103,0.086,4
222,4,4,False,358,0.018,4
223,2,2,False,467,0.082,2
224,2,2,False,160,0.08,2
225,7,7,False,298,0.038,7
226,10,10,False,487,0.048,10
227,3,8,False,122,0.069,3-8
228,2,2,False,306,0.012,2
229,3,3,False,357,0.084,3
230,1,7,False,149,0.089,1-7
231,9,9,False,353,0.09,9
232,5,5,False,307,0.039,5
233,5,8,False,170,0.038,5-8
234,10,10,False,459,0.088,10
235,9,9,True,12412,0.077,9
236,8,8,False,43,0.039,8
237,10,10,False,271,0.099,10
238,7,9,False,144,0.06,7-9
239,8,8,False,450,0.024,8
240,1,1,False,87,0.031,1
241,7,7,False,489,0.067,7
242,10,6,False,290,0.089,10-6
243,9,10,False,286,0.057,9-10
244,7,7,False,60,0.056,7
245,3,3,True,18558,0.054,3
246,7,10,True,6940,0.014,7-10
247,10,8,False,311,0.06,10-8
248,7,7,False,124,0.035,7
249,9,9,False,348,0.037,9
250,8,8,False,171,0.014,8
251,8,9,False,451,0.057,8-9
252,4,4,False,191,0.072,4
253,1,1,False,388,0.019,1
254,3,3,False,460,0.03,3
255,6,1,False,403,0.039,6-1
256,1,2,False,326,0.064,1-2
257,4,4,False,153,0.034,4
258,5,9,False,63,0.097,5-9
259,5,8,False,343,0.093,5-8
260,2,2,False,341,0.081,2
261,1,9,False,68,0.039,1-9
262,7,7,False,318,0.017,7
