node_id,primary_group,secondary_group,is_influencer,followers,engagement_rate,group_mix,detected_group
0,5,5,False,427,0.093,5,12
1,1,7,False,239,0.01,1-7,46
2,5,6,False,401,0.09,5-6,12
3,5,6,False,401,0.048,5-6,13
4,9,9,False,427,0.05,9,40
5,6,6,False,18,0.097,6,23
6,7,7,False,459,0.091,7,56
7,9,6,False,301,0.051,9-6,40
8,8,6,False,374,0.046,8-6,40
9,3,3,False,128,0.049,3,38
10,7,7,False,407,0.066,7,56
11,9,9,False,76,0.044,9,40
12,5,5,False,476,0.087,5,12
13,3,1,False,105,0.064,3-1,46
14,7,7,False,75,0.011,7,38
15,7,8,False,301,0.063,7-8,41
16,3,6,False,312,0.092,3-6,27
17,10,10,False,478,0.076,10,39
18,9,6,False,386,0.053,9-6,40
19,7,7,False,263,0.051,7,38
20,3,7,True,6989,0.032,3-7,38
21,9,9,False,423,0.033,9,40
22,10,10,False,112,0.064,10,39
23,4,4,False,89,0.099,4,59
24,7,1,False,158,0.037,7-1,58
25,8,8,False,325,0.075,8,41
26,2,2,False,343,0.07,2,68
27,1,1,False,298,0.016,1,56
28,5,4,False,304,0.055,5-4,12
29,3,3,False,250,0.022,3,38
30,10,10,False,177,0.085,10,39
31,7,3,False,15,0.04,7-3,25
32,3,3,False,435,0.031,3,38
33,10,10,False,229,0.065,10,39
34,2,2,False,473,0.066,2,66
35,3,3,False,433,0.08,3,38
36,1,1,False,215,0.058,1,56
37,1,6,False,488,0.01,1-6,23
38,10,10,False,279,0.049,10,39
39,6,6,False,401,0.069,6,23
40,5,5,True,9061,0.082,5,12
41,5,5,False,93,0.039,5,12
42,2,2,False,326,0.038,2,68
43,7,1,False,263,0.028,7-1,56
44,3,6,False,224,0.018,3-6,38
45,10,10,False,33,0.023,10,39
46,6,6,False,308,0.064,6,23
47,2,2,False,109,0.029,2,65
48,1,3,False,446,0.1,1-3,38
49,5,5,False,321,0.01,5,13
50,5,5,True,17284,0.096,5,22
51,7,7,False,171,0.099,7,41
52,1,1,False,174,0.017,1,56
53,10,8,False,480,0.072,10-8,41
54,6,4,False,95,0.088,6-4,59
55,10,5,False,108,0.097,10-5,12
56,1,1,False,416,0.042,1,56
57,1,9,False,383,0.076,1-9,46
58,2,8,False,377,0.082,2-8,66
59,7,7,False,351,0.021,7,41
60,7,8,False,11,0.015,7-8,41
61,1,1,False,420,0.011,1,56
62,5,5,False,151,0.099,5,12
63,4,4,False,289,0.023,4,59
64,2,2,True,8424,0.063,2,69
65,7,7,False,388,0.076,7,58
66,4,4,False,288,0.06,4,59
67,5,5,False,20,0.069,5,12
68,9,9,False,174,0.024,9,40
69,6,7,False,233,0.074,6-7,23
70,4,4,False,185,0.075,4,23
71,3,4,False,249,0.037,3-4,36
72,1,1,False,37,0.079,1,56
73,7,7,False,319,0.06,7,41
74,1,1,True,16132,0.074,1,45
75,10,10,False,439,0.075,10,39
76,5,5,False,112,0.071,5,12
77,3,3,False,59,0.04,3,32
78,5,5,False,185,0.025,5,12
79,7,2,False,345,0.046,7-2,68
80,5,5,False,354,0.099,5,12
