node_id,primary_group,secondary_group,is_influencer,followers,engagement_rate,group_mix,detected_group
0,5,5,False,427,0.093,5,0
1,1,7,False,239,0.01,1-7,2
2,5,6,False,401,0.09,5-6,0
3,5,6,False,401,0.048,5-6,0
4,9,9,False,427,0.05,9,4
5,6,6,False,18,0.097,6,4
6,7,7,False,459,0.091,7,4
7,9,6,False,301,0.051,9-6,4
8,8,6,False,374,0.046,8-6,6
9,3,3,False,128,0.049,3,3
10,7,7,False,407,0.066,7,4
11,9,9,False,76,0.044,9,7
12,5,5,False,476,0.087,5,0
13,3,1,False,105,0.064,3-1,2
14,7,7,False,75,0.011,7,3
15,7,8,False,301,0.063,7-8,4
16,3,6,False,312,0.092,3-6,3
17,10,10,False,478,0.076,10,5
18,9,6,False,386,0.053,9-6,4
19,7,7,False,263,0.051,7,3
20,3,7,True,6989,0.032,3-7,3
21,9,9,False,423,0.033,9,8
22,10,10,False,112,0.064,10,5
23,4,4,False,89,0.099,4,11
24,7,1,False,158,0.037,7-1,4
25,8,8,False,325,0.075,8,6
26,2,2,False,343,0.07,2,1
27,1,1,False,298,0.016,1,2
28,5,4,False,304,0.055,5-4,0
29,3,3,False,250,0.022,3,3
30,10,10,False,177,0.085,10,5
31,7,3,False,15,0.04,7-3,3
32,3,3,False,435,0.031,3,3
33,10,10,False,229,0.065,10,5
34,2,2,False,473,0.066,2,1
35,3,3,False,433,0.08,3,3
36,1,1,False,215,0.058,1,2
37,1,6,False,488,0.01,1-6,2
38,10,10,False,279,0.049,10,5
39,6,6,False,401,0.069,6,4
40,5,5,True,9061,0.082,5,0
41,5,5,False,93,0.039,5,0
42,2,2,False,326,0.038,2,1
43,7,1,False,263,0.028,7-1,2
44,3,6,False,224,0.018,3-6,3
45,10,10,False,33,0.023,10,5
46,6,6,False,308,0.064,6,4
47,2,2,False,109,0.029,2,1
48,1,3,False,446,0.1,1-3,2
49,5,5,False,321,0.01,5,0
50,5,5,True,17284,0.096,5,0
51,7,7,False,171,0.099,7,4
52,1,1,False,174,0.017,1,2
53,10,8,False,480,0.072,10-8,6
54,6,4,False,95,0.088,6-4,4
55,10,5,False,108,0.097,10-5,0
56,1,1,False,416,0.042,1,2
57,1,9,False,383,0.076,1-9,2
58,2,8,False,377,0.082,2-8,1
59,7,7,False,351,0.021,7,4
60,7,8,False,11,0.015,7-8,4
61,1,1,False,420,0.011,1,2
62,5,5,False,151,0.099,5,0
63,4,4,False,289,0.023,4,11
64,2,2,True,8424,0.063,2,1
65,7,7,False,388,0.076,7,4
66,4,4,False,288,0.06,4,0
67,5,5,False,20,0.069,5,0
68,9,9,False,174,0.024,9,14
69,6,7,False,233,0.074,6-7,4
70,4,4,False,185,0.075,4,15
71,3,4,False,249,0.037,3-4,3
72,1,1,False,37,0.079,1,2
73,7,7,False,319,0.06,7,4
74,1,1,True,16132,0.074,1,2
75,10,10,False,439,0.075,10,5
76,5,5,False,112,0.071,5,0
77,3,3,False,59,0.04,3,3
78,5,5,False,185,0.025,5,0
79,7,2,False,345,0.046,7-2,1
80,5,5,False,354,0.099,5,0
81,3,4,False,250,0.071,3-4,3
82,8,8,False,374,0.035,8,6
83,8,8,False,39,0.088,8,6
84,3,3,False,50,0.05,3,3
85,2,2,False,303,0.041,2,1
86,4,4,False,415,0.054,4,4
87,7,7,False,218,0.026,7,4
88,6,6,False,482,0.01,6,4
89,4,4,False,206,0.017,4,13
90,9,3,False,426,0.06,9-3,3
91,8,7,False,34,0.04,8-7,6
92,1,1,False,132,0.049,1,2
93,1,3,False,464,0.068,1-3,2
94,7,1,False,310,0.021,7-1,2
95,4,4,False,94,0.015,4,4
96,4,4,False,79,0.012,4,15
97,5,4,False,245,0.078,5-4,0
98,10,10,False,128,0.087,10,5
99,10,10,False,210,0.014,10,5
100,10,10,False,78,0.088,10,5
101,8,8,False,348,0.039,8,2
102,5,5,False,80,0.014,5,0
103,5,5,False,154,0.072,5,0
104,6,2,False,18,0.067,6-2,4
105,2,2,False,188,0.067,2,1
106,9,5,False,213,0.098,9-5,0
107,3,3,False,361,0.043,3,3
108,2,2,False,171,0.073,2,1
109,7,7,False,225,0.086,7,4
110,5,5,True,5171,0.037,5,0
111,3,3,False,217,0.011,3,3
112,4,2,False,196,0.012,4-2,1
