node_id,primary_group,secondary_group,is_influencer,followers,engagement_rate,group_mix,detected_group
0,10,9,False,393,0.014,10-9,15
1,5,9,False,139,0.075,5-9,15
2,2,2,False,321,0.023,2,86
3,10,10,False,99,0.07,10,27
4,7,7,False,336,0.095,7,67
5,2,2,False,212,0.055,2,86
6,6,6,False,430,0.073,6,110
7,1,4,False,374,0.075,1-4,70
8,8,8,False,317,0.044,8,102
9,2,2,False,339,0.018,2,85
10,6,9,False,46,0.086,6-9,15
11,2,2,False,372,0.021,2,86
12,8,8,False,171,0.089,8,102
13,10,10,False,495,0.076,10,27
14,10,10,False,95,0.094,10,27
15,6,6,False,238,0.083,6,110
16,9,9,False,227,0.032,9,15
17,9,9,False,361,0.026,9,15
18,5,5,False,294,0.073,5,44
19,5,5,False,342,0.085,5,43
20,10,10,False,433,0.014,10,27
21,6,8,False,407,0.058,6-8,110
22,3,3,False,128,0.099,3,28
23,10,1,True,6370,0.03,10-1,71
24,10,10,False,265,0.03,10,27
25,7,7,False,164,0.012,7,102
26,9,9,False,427,0.032,9,15
27,9,6,False,53,0.04,9-6,110
28,1,1,False,234,0.096,1,70
29,3,10,False,303,0.025,3-10,27
30,6,7,False,232,0.091,6-7,110
31,3,1,False,126,0.044,3-1,28
32,9,9,False,202,0.021,9,15
33,5,8,False,434,0.016,5-8,39
34,5,5,False,471,0.017,5,39
35,10,10,False,363,0.07,10,27
36,10,10,False,197,0.057,10,22
37,3,3,False,415,0.036,3,28
38,2,2,False,70,0.011,2,86
39,5,8,False,235,0.045,5-8,44
40,3,3,False,381,0.01,3,28
41,6,6,False,425,0.02,6,110
42,4,4,False,121,0.024,4,53
43,1,1,False,404,0.073,1,68
44,3,9,False,121,0.063,3-9,12
45,9,9,False,87,0.034,9,15
46,4,10,True,14419,0.056,4-10,55
47,9,9,False,172,0.046,9,19
48,5,10,False,474,0.056,5-10,39
49,3,5,False,289,0.07,3-5,42
50,3,3,False,443,0.052,3,44
51,8,4,False,203,0.077,8-4,53
52,8,8,False,187,0.065,8,27
53,10,3,False,473,0.085,10-3,28
54,7,10,False,260,0.087,7-10,102
55,6,6,False,437,0.098,6,110
56,1,1,False,195,0.013,1,70
57,7,7,False,145,0.05,7,102
58,2,2,False,274,0.019,2,86
59,4,4,False,204,0.088,4,53
60,5,5,False,398,0.016,5,44
61,8,6,False,307,0.021,8-6,110
62,5,5,False,459,0.083,5,44
63,10,4,False,397,0.07,10-4,22
64,1,5,False,327,0.087,1-5,59
65,5,5,True,6522,0.086,5,44
66,5,8,False,25,0.074,5-8,48
67,10,10,False,212,0.066,10,27
68,9,8,False,349,0.023,9-8,20
69,8,5,False,113,0.018,8-5,48
70,2,2,False,451,0.069,2,73
71,9,2,False,418,0.062,9-2,86
72,8,8,False,311,0.02,8,102
73,6,6,False,146,0.058,6,110
74,7,7,False,330,0.063,7,102
75,4,4,False,498,0.054,4,51
76,1,1,False,59,0.078,1,72
77,1,1,False,279,0.011,1,70
78,8,8,False,279,0.041,8,44
79,2,6,False,348,0.056,2-6,110
80,7,7,False,309,0.052,7,102
81,10,10,False,364,0.019,10,27
82,3,4,False,235,0.019,3-4,57
83,7,1,False,186,0.067,7-1,70
84,5,5,False,95,0.092,5,43
85,9,9,False,362,0.084,9,15
86,3,3,False,268,0.037,3,28
87,10,1,False,65,0.087,10-1,70
88,6,6,False,65,0.039,6,115
89,9,8,False,14,0.021,9-8,15
90,10,8,False,444,0.016,10-8,27
91,7,9,False,244,0.071,7-9,15
92,3,3,False,458,0.035,3,28
93,10,10,False,266,0.027,10,22
94,7,7,False,497,0.032,7,102
95,3,2,False,323,0.041,3-2,86
96,7,7,False,397,0.098,7,102
97,8,7,False,379,0.02,8-7,102
98,2,10,False,491,0.021,2-10,27
99,1,2,False,433,0.053,1-2,68
100,1,1,False,214,0.02,1,70
101,3,3,False,384,0.021,3,20
102,3,3,False,217,0.096,3,28
103,7,7,False,364,0.099,7,102
104,4,10,False,193,0.044,4-10,54
105,3,8,False,157,0.062,3-8,28
106,10,10,False,378,0.024,10,27
107,4,4,False,246,0.035,4,55
108,10,3,False,230,0.074,10-3,28
109,8,8,False,311,0.06,8,102
110,9,10,False,416,0.055,9-10,27
