node_id,primary_group,secondary_group,is_influencer,followers,engagement_rate,group_mix,detected_group
0,10,9,False,393,0.014,10-9,0
1,5,9,False,139,0.075,5-9,0
2,2,2,False,321,0.023,2,4
3,10,10,False,99,0.07,10,6
4,7,7,False,336,0.095,7,7
5,2,2,False,212,0.055,2,4
6,6,6,False,430,0.073,6,0
7,1,4,False,374,0.075,1-4,1
8,8,8,False,317,0.044,8,5
9,2,2,False,339,0.018,2,4
10,6,9,False,46,0.086,6-9,0
11,2,2,False,372,0.021,2,4
12,8,8,False,171,0.089,8,5
13,10,10,False,495,0.076,10,6
14,10,10,False,95,0.094,10,6
15,6,6,False,238,0.083,6,0
16,9,9,False,227,0.032,9,0
17,9,9,False,361,0.026,9,0
18,5,5,False,294,0.073,5,6
19,5,5,False,342,0.085,5,6
20,10,10,False,433,0.014,10,2
21,6,8,False,407,0.058,6-8,5
22,3,3,False,128,0.099,3,2
23,10,1,True,6370,0.03,10-1,1
24,10,10,False,265,0.03,10,6
25,7,7,False,164,0.012,7,7
26,9,9,False,427,0.032,9,0
27,9,6,False,53,0.04,9-6,0
28,1,1,False,234,0.096,1,1
29,3,10,False,303,0.025,3-10,2
30,6,7,False,232,0.091,6-7,7
31,3,1,False,126,0.044,3-1,2
32,9,9,False,202,0.021,9,0
33,5,8,False,434,0.016,5-8,5
34,5,5,False,471,0.017,5,6
35,10,10,False,363,0.07,10,6
36,10,10,False,197,0.057,10,6
37,3,3,False,415,0.036,3,2
38,2,2,False,70,0.011,2,4
39,5,8,False,235,0.045,5-8,5
40,3,3,False,381,0.01,3,2
41,6,6,False,425,0.02,6,7
42,4,4,False,121,0.024,4,3
43,1,1,False,404,0.073,1,1
44,3,9,False,121,0.063,3-9,0
45,9,9,False,87,0.034,9,0
46,4,10,True,14419,0.056,4-10,3
47,9,9,False,172,0.046,9,0
48,5,10,False,474,0.056,5-10,6
49,3,5,False,289,0.07,3-5,2
50,3,3,False,443,0.052,3,2
51,8,4,False,203,0.077,8-4,5
52,8,8,False,187,0.065,8,5
53,10,3,False,473,0.085,10-3,2
54,7,10,False,260,0.087,7-10,7
55,6,6,False,437,0.098,6,7
56,1,1,False,195,0.013,1,1
57,7,7,False,145,0.05,7,7
58,2,2,False,274,0.019,2,4
59,4,4,False,204,0.088,4,3
60,5,5,False,398,0.016,5,6
61,8,6,False,307,0.021,8-6,5
62,5,5,False,459,0.083,5,6
63,10,4,False,397,0.07,10-4,3
64,1,5,False,327,0.087,1-5,1
65,5,5,True,6522,0.086,5,6
66,5,8,False,25,0.074,5-8,5
67,10,10,False,212,0.066,10,4
68,9,8,False,349,0.023,9-8,5
69,8,5,False,113,0.018,8-5,5
70,2,2,False,451,0.069,2,4
71,9,2,False,418,0.062,9-2,4
72,8,8,False,311,0.02,8,5
73,6,6,False,146,0.058,6,7
74,7,7,False,330,0.063,7,7
75,4,4,False,498,0.054,4,3
76,1,1,False,59,0.078,1,1
77,1,1,False,279,0.011,1,1
78,8,8,False,279,0.041,8,5
79,2,6,False,348,0.056,2-6,4
80,7,7,False,309,0.052,7,7
81,10,10,False,364,0.019,10,6
82,3,4,False,235,0.019,3-4,3
83,7,1,False,186,0.067,7-1,1
84,5,5,False,95,0.092,5,6
85,9,9,False,362,0.084,9,0
86,3,3,False,268,0.037,3,2
87,10,1,False,65,0.087,10-1,1
88,6,6,False,65,0.039,6,7
89,9,8,False,14,0.021,9-8,5
90,10,8,False,444,0.016,10-8,5
91,7,9,False,244,0.071,7-9,7
92,3,3,False,458,0.035,3,2
93,10,10,False,266,0.027,10,3
94,7,7,False,497,0.032,7,7
95,3,2,False,323,0.041,3-2,4
96,7,7,False,397,0.098,7,7
97,8,7,False,379,0.02,8-7,5
98,2,10,False,491,0.021,2-10,4
99,1,2,False,433,0.053,1-2,1
100,1,1,False,214,0.02,1,1
101,3,3,False,384,0.021,3,2
102,3,3,False,217,0.096,3,2
103,7,7,False,364,0.099,7,7
104,4,10,False,193,0.044,4-10,3
105,3,8,False,157,0.062,3-8,5
106,10,10,False,378,0.024,10,6
107,4,4,False,246,0.035,4,3
108,10,3,False,230,0.074,10-3,2
109,8,8,False,311,0.06,8,5
110,9,10,False,416,0.055,9-10,0
111,7,5,False,403,0.041,7-5,7
112,1,5,False,116,0.034,1-5,1
113,3,7,False,181,0.069,3-7,2
114,3,3,False,50,0.011,3,2
115,2,2,False,111,0.022,2,4
116,9,9,False,138,0.031,9,0
117,8,5,False,144,0.065,8-5,5
118,9,9,False,243,0.025,9,0
119,4,4,False,251,0.048,4,3
120,7,7,False,210,0.077,7,7
121,10,10,False,449,0.037,10,6
122,4,4,False,129,0.076,4,3
123,3,3,False,440,0.078,3,2
124,5,2,False,184,0.077,5-2,4
125,9,5,False,65,0.061,9-5,0
126,7,2,False,436,0.051,7-2,7
127,7,7,False,413,0.096,7,7
128,10,2,False,440,0.013,10-2,4
129,7,7,True,13439,0.057,7,7
130,7,10,False,121,0.068,7-10,7
131,10,10,False,79,0.057,10,6
132,9,9,False,116,0.028,9,0
133,6,6,False,250,0.087,6,7
134,6,6,False,209,0.046,6,7
135,7,9,False,146,0.067,7-9,0
136,1,1,False,291,0.097,1,1
137,6,6,False,197,0.026,6,7
138,2,8,False,340,0.089,2-8,4
139,10,4,False,478,0.034,10-4,3
140,9,9,False,252,0.014,9,0
141,9,9,True,11597,0.023,9,0
