node_id,primary_group,secondary_group,is_influencer,followers,engagement_rate,group_mix,detected_group
0,2,5,False,81,0.076,2-5,0
1,9,7,True,6535,0.03,9-7,3
2,9,9,False,376,0.068,9,5
3,9,9,False,152,0.083,9,3
4,1,1,False,226,0.041,1,0
5,3,6,False,204,0.019,3-6,9
6,6,6,False,383,0.051,6,12
7,2,2,False,292,0.036,2,1
8,10,10,False,108,0.073,10,5
9,1,1,False,50,0.087,1,0
10,2,8,False,196,0.025,2-8,8
11,6,5,False,359,0.068,6-5,0
12,10,10,False,135,0.025,10,9
13,7,9,False,176,0.086,7-9,3
14,1,1,False,215,0.034,1,2
15,4,4,False,377,0.038,4,10
16,8,8,False,81,0.032,8,8
17,9,9,False,229,0.091,9,9
18,7,3,False,56,0.078,7-3,6
19,2,3,False,226,0.064,2-3,10
20,7,8,False,293,0.087,7-8,1
21,1,1,False,463,0.058,1,0
22,5,5,False,160,0.049,5,0
23,8,5,False,400,0.026,8-5,8
24,2,2,False,337,0.056,2,1
25,4,3,False,408,0.093,4-3,10
26,1,1,False,67,0.094,1,2
27,5,4,False,494,0.017,5-4,0
28,8,8,False,282,0.079,8,8
29,3,3,False,94,0.034,3,10
30,10,10,False,286,0.078,10,5
31,4,4,False,353,0.068,4,9
32,8,8,False,136,0.03,8,4
33,6,9,False,122,0.011,6-9,3
34,1,1,False,46,0.056,1,0
35,5,5,False,77,0.075,5,0
36,10,10,False,252,0.083,10,5
37,4,7,False,220,0.052,4-7,10
38,1,1,False,60,0.015,1,2
39,6,6,False,108,0.027,6,12
40,8,3,False,137,0.089,8-3,5
41,2,2,False,291,0.019,2,1
42,9,9,False,484,0.078,9,3
43,4,8,False,452,0.046,4-8,8
44,1,1,False,145,0.093,1,0
45,8,9,False,259,0.024,8-9,8
46,5,1,False,287,0.015,5-1,0
47,6,10,False,480,0.087,6-10,5
48,3,9,False,105,0.016,3-9,10
49,2,2,False,71,0.095,2,9
50,10,10,True,6343,0.048,10,0
51,10,10,False,143,0.028,10,5
52,6,7,False,340,0.037,6-7,1
53,6,6,False,14,0.051,6,9
54,10,10,False,119,0.056,10,5
55,3,3,False,460,0.032,3,10
56,5,9,False,323,0.099,5-9,0
57,9,9,False,349,0.019,9,3
58,3,2,False,89,0.035,3-2,1
59,10,6,False,334,0.087,10-6,9
60,9,9,False,443,0.015,9,3
61,7,7,True,10464,0.079,7,1
62,5,8,False,228,0.06,5-8,8
63,2,3,False,437,0.043,2-3,1
64,9,3,True,10974,0.091,9-3,6
65,1,1,False,137,0.07,1,0
66,6,6,False,218,0.098,6,9
67,3,3,False,93,0.098,3,10
68,3,3,True,17067,0.093,3,10
69,7,7,False,425,0.032,7,6
70,3,3,False,456,0.013,3,10
71,8,8,False,430,0.082,8,8
72,4,4,False,152,0.088,4,10
73,5,9,False,441,0.058,5-9,8
74,1,5,False,145,0.013,1-5,0
75,10,10,False,170,0.049,10,5
76,9,10,False,32,0.074,9-10,5
77,1,1,False,361,0.075,1,0
78,4,2,False,481,0.04,4-2,1
79,6,6,False,470,0.037,6,7
80,5,5,False,366,0.037,5,0
81,3,7,False,472,0.026,3-7,6
82,10,9,False,165,0.036,10-9,3
83,7,7,False,174,0.052,7,6
84,8,8,False,416,0.091,8,8
85,3,3,False,349,0.067,3,10
86,6,4,False,125,0.083,6-4,9
87,3,4,False,322,0.086,3-4,10
88,2,2,False,304,0.027,2,1
89,7,7,False,345,0.072,7,6
90,2,2,False,421,0.096,2,1
91,9,9,False,479,0.086,9,3
92,8,8,False,296,0.064,8,8
93,8,8,False,268,0.048,8,8
94,9,9,False,451,0.053,9,3
95,5,5,False,151,0.079,5,0
96,9,9,False,235,0.017,9,3
97,5,6,False,286,0.017,5-6,9
98,3,3,False,42,0.047,3,1
99,6,6,False,115,0.085,6,9
100,7,7,False,366,0.012,7,6
101,10,1,False,162,0.078,10-1,5
102,7,7,False,419,0.064,7,1
103,4,4,False,258,0.013,4,10
104,6,6,False,380,0.025,6,9
105,8,8,False,283,0.012,8,8
106,7,7,False,52,0.068,7,6
107,3,3,False,143,0.044,3,10
108,4,4,False,460,0.044,4,1
109,7,2,False,393,0.059,7-2,1
110,6,2,False,343,0.014,6-2,9
111,1,1,False,20,0.066,1,2
112,4,2,False,121,0.052,4-2,1
113,5,5,False,320,0.097,5,0
114,2,2,False,169,0.02,2,1
115,1,1,False,474,0.096,1,0
116,7,7,False,313,0.072,7,6
117,4,5,False,317,0.082,4-5,0
118,10,10,False,229,0.07,10,5
119,2,2,False,444,0.048,2,1
120,8,6,False,434,0.051,8-6,9
121,3,3,False,343,0.034,3,10
122,9,9,False,432,0.076,9,8
123,5,4,False,54,0.035,5-4,0
124,8,8,False,352,0.044,8,8
125,1,1,False,259,0.029,1,11
126,5,10,False,151,0.06,5-10,0
127,9,9,False,378,0.047,9,3
128,9,9,False,340,0.074,9,8
129,8,8,False,123,0.046,8,8
130,4,10,False,293,0.058,4-10,9
131,7,7,False,190,0.073,7,6
132,5,4,False,108,0.038,5-4,0
133,9,9,False,108,0.029,9,5
134,8,10,False,278,0.064,8-10,5
135,2,2,False,194,0.026,2,1
136,1,1,False,33,0.098,1,0
137,9,3,False,395,0.054,9-3,9
138,1,1,False,235,0.041,1,0
139,1,8,False,43,0.046,1-8,2
140,2,2,False,87,0.023,2,1
141,10,10,False,137,0.021,10,5
142,7,7,False,125,0.08,7,6
143,7,7,False,450,0.063,7,6
144,7,10,False,388,0.019,7-10,6
145,4,4,False,51,0.024,4,1
146,3,3,False,219,0.051,3,10
147,10,10,True,9720,0.074,10,5
148,8,4,False,413,0.081,8-4,8
149,10,10,False,227,0.02,10,5
150,4,4,False,433,0.023,4,1
151,1,5,False,432,0.061,1-5,0
152,5,5,False,165,0.073,5,0
153,5,5,False,51,0.064,5,0
154,7,7,False,23,0.018,7,6
155,10,10,True,17529,0.071,10,5
156,5,5,False,99,0.052,5,0
157,8,8,False,309,0.049,8,8
158,8,8,False,219,0.04,8,8
159,2,2,False,365,0.055,2,1
160,7,7,False,242,0.018,7,6
161,5,7,False,432,0.099,5-7,6
162,9,9,False,275,0.043,9,3
163,8,8,False,114,0.034,8,8
164,3,3,False,367,0.054,3,10
165,1,1,False,132,0.074,1,2
166,5,5,False,57,0.03,5,0
167,2,2,False,436,0.024,2,1
168,5,5,False,437,0.053,5,0
169,8,9,False,107,0.093,8-9,3
170,9,9,False,45,0.035,9,3
171,7,9,False,11,0.035,7-9,6
172,5,5,False,347,0.054,5,5
173,3,3,False,180,0.06,3,6
174,9,6,False,367,0.031,9-6,9
175,7,7,True,17201,0.053,7,10
176,7,3,False,28,0.021,7-3,10
177,10,2,False,235,0.019,10-2,9
178,8,3,False,345,0.097,8-3,10
179,2,2,False,183,0.066,2,1
180,7,7,False,446,0.071,7,6
181,9,6,False,464,0.078,9-6,3
182,9,2,False,360,0.093,9-2,9
183,4,4,False,60,0.078,4,10
184,2,2,False,472,0.013,2,1
185,6,6,False,201,0.049,6,9
186,4,4,False,415,0.026,4,10
187,3,7,False,133,0.055,3-7,10
188,10,8,False,245,0.033,10-8,9
189,1,1,False,157,0.071,1,0
190,3,6,False,163,0.068,3-6,10
191,7,7,False,164,0.028,7,1
192,7,7,False,205,0.061,7,1
193,10,5,True,18599,0.069,10-5,5
194,5,1,False,391,0.055,5-1,0
195,5,5,False,420,0.042,5,0
196,4,4,False,379,0.079,4,1
197,3,3,False,340,0.014,3,10
198,8,6,False,56,0.092,8-6,8
199,6,6,False,77,0.081,6,9
